Id,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,HouseAge,TotalArea,QualMetric,TotalBaths,PorchArea,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Somerst,Neighborhood_StoneBr,MSSubClass_30,MSSubClass_50,MSSubClass_60,mansion,SalePriceLog
2487,532351090,90,RM,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,1332.0,1.0,0.0,396.0,1728.0,GasA,3.0,1,SBrkr,1728,0,0,1728,1.0,0.0,2,0,6,2,3.0,10,Typ,0,Detchd,1963.0,1.0,2.0,504.0,3.0,3.0,Y,0,0,0,0,0,0,0,11,2006,ConLI,125000,56,2619.000144,10.249402,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.736069016284437
1304,902205090,20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,308.0,1.0,0.0,620.0,928.0,GasA,4.0,1,FuseA,928,0,0,928,0.0,0.0,1,0,3,1,3.0,5,Typ,0,Attchd,1957.0,3.0,1.0,288.0,3.0,3.0,Y,0,0,0,0,0,0,0,6,2008,WD ,112500,62,1417.771424,10.249402,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.630708500626612
2112,906394020,60,RL,78.0,9316,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,5.0,1,SBrkr,879,916,0,1795,0.0,0.0,2,1,3,1,4.0,7,Typ,0,Attchd,2005.0,2.0,2.0,578.0,3.0,3.0,Y,164,111,0,0,0,0,0,10,2007,WD ,191000,14,2179.864345,13.932604999999999,2.5,275,0,0,0,0,0,0,0,0,0,0,1,0,12.160028707028767
1244,535180100,20,RL,75.0,9464,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3.0,4,CBlock,3.0,3.0,1.0,4.0,570.0,1.0,0.0,510.0,1080.0,GasA,4.0,1,SBrkr,1080,0,0,1080,0.0,0.0,1,0,3,1,3.0,5,Typ,0,Attchd,1958.0,1.0,1.0,288.0,3.0,3.0,Y,0,0,0,0,130,0,0,6,2008,WD ,136000,61,1619.3177999999998,11.049609,1.0,130,0,0,1,0,0,0,0,0,0,0,0,0,11.820410164718188
843,907175100,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,866.0,866.0,GasA,5.0,1,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,4.0,6,Typ,0,Attchd,1998.0,2.0,2.0,546.0,3.0,3.0,Y,198,36,0,0,0,0,0,3,2009,WD ,197900,21,2139.727072,13.220458999999998,2.5,234,0,0,0,0,0,0,0,0,0,0,1,0,12.195517131590657
2689,903430090,50,RM,59.0,5310,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,3.0,4,CBlock,3.0,2.0,1.0,1.0,0.0,1.0,0.0,485.0,485.0,GasA,4.0,1,SBrkr,1001,634,0,1635,0.0,0.0,1,0,2,1,4.0,5,Typ,0,Attchd,1950.0,1.0,1.0,255.0,2.0,3.0,Y,394,0,0,0,0,0,0,6,2006,WD ,117000,109,1610.504605,11.741945,1.0,394,0,0,0,0,0,1,0,0,0,1,0,0,11.669929213779893
2753,906380170,20,RL,64.0,7406,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4.0,3,PConc,4.0,3.0,3.0,6.0,684.0,1.0,0.0,515.0,1199.0,GasA,5.0,1,SBrkr,1220,0,0,1220,1.0,0.0,2,0,2,1,4.0,6,Typ,0,Attchd,2006.0,2.0,2.0,632.0,3.0,3.0,Y,105,54,0,0,0,0,0,7,2006,New,194000,13,2015.438075,13.932604999999999,3.0,159,0,0,0,0,0,0,0,0,0,0,0,0,12.175613438045465
1169,533215030,120,FV,,4538,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,4.0,3,PConc,5.0,3.0,3.0,6.0,1004.0,1.0,0.0,306.0,1310.0,GasA,5.0,1,SBrkr,1310,0,0,1310,1.0,0.0,1,1,1,1,4.0,5,Typ,1,Attchd,2001.0,2.0,2.0,545.0,3.0,3.0,Y,277,45,0,0,0,0,0,7,2008,WD ,285000,18,2091.40868,16.211326,2.5,322,0,0,0,0,0,0,1,0,0,0,0,0,12.560244459250788
1376,904351280,190,RL,62.0,10106,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,4,BrkTil,3.0,3.0,1.0,5.0,351.0,3.0,181.0,112.0,644.0,GasA,4.0,1,SBrkr,808,547,0,1355,1.0,0.0,2,0,4,2,3.0,6,Typ,0,,,,0.0,0.0,,,Y,140,0,0,0,0,0,0,9,2008,WD ,127500,79,1349.51419,10.249402,3.0,140,1,0,0,0,0,0,0,0,0,0,0,0,11.755871643580617
2503,533128030,60,RL,,13346,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,4.0,3,PConc,4.0,3.0,1.0,6.0,728.0,1.0,0.0,367.0,1095.0,GasA,5.0,1,SBrkr,1166,1129,0,2295,1.0,0.0,2,1,4,1,4.0,9,Typ,1,Attchd,1992.0,2.0,2.0,590.0,3.0,3.0,Y,0,40,0,0,0,0,0,7,2006,WD ,268000,27,2672.034385,13.932604999999999,3.5,40,0,0,0,1,0,0,0,0,0,0,1,0,12.498742259492994
1987,902206270,70,RM,57.0,9639,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1075.0,1075.0,GasA,5.0,1,SBrkr,1156,642,0,1798,0.0,0.0,2,1,4,1,3.0,7,Typ,0,Detchd,1935.0,1.0,2.0,342.0,3.0,3.0,N,0,0,160,0,0,0,0,5,2007,WD ,137000,119,2151.761039,9.449195,2.5,160,0,0,0,0,0,1,0,0,0,0,0,0,11.827736204810263
1190,534129060,20,RL,,15387,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,5.0,603.0,4.0,294.0,723.0,1620.0,GasA,5.0,1,SBrkr,1620,0,0,1620,0.0,0.0,2,0,4,1,4.0,8,Typ,1,Attchd,1967.0,1.0,2.0,578.0,3.0,3.0,Y,0,62,192,0,0,0,450,8,2008,WD ,215000,52,2523.91612,12.542151999999998,2.0,254,0,0,0,0,0,0,0,0,0,0,0,0,12.2783933071098
1930,535300040,20,RL,75.0,10050,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,288.0,1.0,0.0,928.0,1216.0,GasA,3.0,1,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,3.0,5,Typ,0,Attchd,1955.0,2.0,1.0,336.0,3.0,3.0,Y,0,0,0,0,0,0,0,8,2007,WD ,129500,64,1830.861728,10.249402,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.771436160121729
2677,903231190,50,RM,,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,896.0,896.0,GasA,4.0,1,FuseA,896,448,0,1344,0.0,0.0,1,0,3,1,3.0,7,Typ,0,Detchd,1936.0,1.0,1.0,240.0,2.0,3.0,Y,200,114,0,0,0,0,0,4,2006,WD ,115000,83,1656.4006720000002,10.927709,1.0,314,0,0,0,0,0,0,0,0,0,1,0,0,11.652687407345388
1256,535375160,50,RL,45.0,7506,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,747.0,747.0,GasA,3.0,1,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,3.0,5,Typ,0,Detchd,1932.0,1.0,1.0,288.0,2.0,3.0,N,84,0,96,0,0,0,0,5,2008,WD ,114000,94,1464.951777,10.249402,1.0,180,0,0,0,0,0,1,0,0,0,1,0,0,11.643953727376633
2484,531478010,20,RH,,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,1056.0,1.0,0.0,0.0,1056.0,GasA,3.0,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,2,1,3.0,5,Typ,0,Detchd,1966.0,1.0,1.0,384.0,3.0,3.0,Y,0,42,0,0,0,0,0,11,2006,WD ,107000,53,1649.920608,9.449195,2.0,42,0,0,0,0,0,0,0,0,0,0,0,0,11.580584113444043
1253,535352080,50,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,442.0,1.0,0.0,390.0,832.0,GasA,3.0,1,SBrkr,832,384,0,1216,0.0,0.0,1,0,2,1,3.0,6,Typ,0,Detchd,1947.0,1.0,1.0,336.0,3.0,3.0,Y,158,0,102,0,0,0,0,10,2008,COD,118500,72,1589.354528,10.249402,1.0,260,0,0,1,0,0,0,0,0,0,1,0,0,11.682668239557323
1337,903227080,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3.0,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,862.0,862.0,GasA,3.0,1,SBrkr,950,208,0,1158,0.0,0.0,1,0,3,1,3.0,5,Typ,1,BuiltIn,1929.0,2.0,1.0,208.0,3.0,3.0,Y,0,0,112,0,0,0,0,7,2008,WD ,120000,90,1484.559514,11.049609,1.0,112,0,0,0,0,0,0,0,0,0,1,0,0,11.695247021764184
1788,528439040,20,RL,74.0,8847,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,4.0,3,PConc,4.0,3.0,3.0,6.0,769.0,1.0,0.0,769.0,1538.0,GasA,5.0,1,SBrkr,1538,0,0,1538,1.0,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2005.0,2.0,2.0,484.0,3.0,3.0,Y,146,40,0,0,0,0,0,12,2007,WD ,260000,14,2354.0617740000002,14.732812,3.0,186,0,0,0,0,0,0,1,0,0,0,0,0,12.468436909997665
141,535152130,20,RL,,8050,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,3.0,3,CBlock,3.0,3.0,1.0,4.0,856.0,3.0,162.0,125.0,1143.0,GasA,3.0,1,SBrkr,1143,0,0,1143,1.0,0.0,1,0,3,1,3.0,6,Typ,0,Attchd,1959.0,2.0,1.0,308.0,3.0,3.0,Y,0,0,0,0,0,0,0,5,2010,WD ,136000,60,1715.8588690000001,10.249402,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.820410164718188
1669,527404140,20,RL,70.0,8294,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,858.0,858.0,GasA,3.0,1,SBrkr,872,0,0,872,0.0,0.0,1,0,3,1,3.0,5,Typ,0,Detchd,1974.0,1.0,4.0,480.0,3.0,3.0,Y,0,0,0,0,0,0,0,6,2007,WD ,123000,48,1459.5643859999998,9.449195,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.719939634354555
1366,903458110,50,RM,,7920,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,2,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,319.0,319.0,GasA,3.0,1,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,2.0,6,Typ,0,,,,0.0,0.0,,,N,0,144,0,0,0,0,0,3,2008,WD ,89500,99,1180.662503,10.357273,1.0,144,0,1,0,0,0,0,0,0,0,1,0,0,11.401993904262946
52,528218150,20,RL,100.0,18494,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1324.0,1324.0,GasA,5.0,1,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4.0,6,Typ,0,Attchd,2005.0,3.0,2.0,430.0,3.0,3.0,Y,36,23,0,0,0,0,0,1,2010,WD ,199500,14,2035.191112,13.132398,2.0,59,0,0,0,0,0,0,0,0,0,0,0,0,12.203569515312056
1380,905104080,20,RL,,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3.0,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,876.0,876.0,GasA,3.0,1,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,3.0,6,Typ,0,Attchd,1966.0,1.0,1.0,408.0,3.0,3.0,Y,0,0,0,0,0,0,0,12,2008,WD ,109900,53,1446.3708120000001,10.249402,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.607326140391713
919,909257050,70,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4.0,3,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1276.0,1276.0,GasA,5.0,1,SBrkr,1276,804,0,2080,0.0,0.0,1,1,3,1,4.0,9,Typ,2,Detchd,1926.0,1.0,1.0,282.0,3.0,3.0,Y,0,0,0,0,145,0,0,6,2009,WD ,234000,93,2435.72348,13.932604999999999,1.5,145,0,0,0,0,0,0,0,0,0,0,0,0,12.363076394339839
2804,907290230,120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4.0,3,PConc,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,848.0,GasA,5.0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4.0,3,Typ,1,Attchd,2004.0,2.0,2.0,420.0,3.0,3.0,Y,140,0,0,0,0,0,0,5,2006,WD ,155900,15,1397.530024,13.132398,2.0,140,0,0,0,0,0,0,0,0,0,0,0,0,11.956970055045868
782,905229040,50,RL,,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1104.0,1104.0,GasA,5.0,1,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3.0,8,Min2,2,Attchd,1957.0,1.0,1.0,304.0,3.0,3.0,Y,120,0,0,0,0,0,0,11,2009,WD ,161500,62,2138.319224,9.449195,2.0,120,0,0,0,0,0,0,0,0,0,1,0,0,11.992260421644849
956,916176030,20,RL,,14375,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3.0,3,CBlock,3.0,3.0,1.0,6.0,111.0,3.0,354.0,354.0,819.0,GasA,4.0,1,FuseA,1344,0,0,1344,0.0,1.0,1,0,3,1,4.0,7,Typ,1,Basment,1958.0,2.0,2.0,525.0,3.0,3.0,Y,0,118,0,0,233,0,0,1,2009,COD,137500,61,1793.300397,11.741945,1.5,351,0,0,0,0,0,0,0,0,0,0,0,0,11.831379196088763
187,902401060,190,RM,100.0,9045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,2,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,840.0,840.0,Grav,2.0,0,FuseF,1128,1128,0,2256,0.0,0.0,2,0,4,2,2.0,12,Typ,0,,,,0.0,0.0,,,N,0,18,18,0,0,0,0,6,2010,WD ,76500,109,2100.814728,9.557065999999999,2.0,36,0,0,0,0,0,1,0,0,0,0,0,0,11.245046019814627
2074,905352180,60,RL,97.0,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,4.0,3,PConc,4.0,3.0,1.0,6.0,831.0,1.0,0.0,320.0,1151.0,GasA,3.0,1,SBrkr,1164,896,0,2060,0.0,1.0,2,1,4,1,3.0,8,Typ,1,Attchd,1988.0,1.0,2.0,521.0,3.0,3.0,Y,0,228,0,0,192,0,0,9,2007,WD ,211000,31,2498.581625,12.440062000000001,3.0,420,0,0,0,0,0,0,0,0,0,0,1,0,12.259613412458204
1039,527427110,120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,3,PConc,4.0,3.0,1.0,6.0,266.0,1.0,0.0,1139.0,1405.0,GasA,5.0,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4.0,5,Typ,0,Attchd,1998.0,3.0,2.0,511.0,3.0,3.0,Y,144,68,0,0,0,0,0,8,2008,COD,181000,21,2147.867401,13.132398,3.0,212,0,0,1,0,0,0,0,0,0,0,0,0,12.106252310247962
1210,534401130,80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3.0,3,CBlock,3.0,3.0,4.0,3.0,312.0,5.0,539.0,276.0,1127.0,GasA,3.0,1,SBrkr,1165,0,0,1165,1.0,0.0,1,1,3,1,3.0,6,Typ,0,Attchd,1966.0,2.0,2.0,490.0,4.0,4.0,Y,0,129,0,0,0,0,0,5,2008,WD ,174900,53,1839.480045,11.049609,2.5,129,0,0,1,0,0,0,0,0,0,0,0,0,12.071969661006694
2710,905103140,80,RL,96.0,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,3.0,3,CBlock,3.0,3.0,3.0,2.0,328.0,5.0,551.0,285.0,1164.0,GasA,5.0,1,SBrkr,1320,0,0,1320,1.0,0.0,1,0,3,1,3.0,6,Typ,2,Attchd,1966.0,2.0,2.0,564.0,3.0,3.0,Y,160,68,240,0,0,0,0,5,2006,WD ,164500,53,2018.91114,10.249402,2.0,468,0,0,0,0,0,0,0,0,0,0,0,0,12.010665849187564
44,528138060,20,RL,70.0,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,4.0,3,PConc,4.0,3.0,1.0,6.0,2.0,1.0,0.0,1515.0,1517.0,GasA,5.0,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,3,1,4.0,7,Typ,0,Attchd,2004.0,2.0,2.0,532.0,3.0,3.0,Y,0,0,0,0,0,0,0,3,2010,WD ,214000,15,2369.976195,13.932604999999999,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.273731294003989
1026,527354160,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3.0,3,CBlock,4.0,3.0,2.0,1.0,0.0,1.0,0.0,738.0,738.0,GasA,3.0,1,SBrkr,1277,767,0,2044,0.0,0.0,2,1,3,1,3.0,7,Min1,1,Attchd,1980.0,1.0,2.0,489.0,3.0,3.0,Y,28,73,0,0,0,0,0,3,2008,WD ,185000,39,2206.874352,12.528123,2.5,101,0,0,0,0,0,0,0,0,0,0,1,0,12.128111104060462
1343,903231080,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,PConc,3.0,3.0,1.0,4.0,80.0,1.0,0.0,624.0,704.0,GasA,5.0,1,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,3.0,6,Typ,0,Detchd,1990.0,1.0,1.0,336.0,3.0,3.0,Y,0,365,80,0,0,0,0,8,2008,WD ,123000,90,1453.089088,9.449195,1.5,445,0,0,0,0,0,0,0,0,0,1,0,0,11.719939634354555
2248,914452090,85,RL,,12150,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0.0,3.0,3,CBlock,4.0,3.0,3.0,6.0,1001.0,1.0,0.0,0.0,1001.0,GasA,3.0,1,SBrkr,1299,0,0,1299,1.0,0.0,2,0,2,1,4.0,5,Typ,1,BuiltIn,1979.0,2.0,2.0,486.0,3.0,3.0,Y,84,0,222,0,0,0,0,1,2007,WD ,183500,40,1851.0375070000002,12.420252,3.0,306,0,0,0,0,0,0,0,0,0,0,0,0,12.119969946476761
1849,533236040,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4.0,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,776.0,776.0,GasA,5.0,1,SBrkr,764,677,0,1441,0.0,0.0,2,1,2,1,4.0,5,Typ,0,Detchd,1999.0,1.0,2.0,492.0,3.0,3.0,Y,206,0,0,0,0,0,0,11,2007,WD ,174000,20,1812.410398,14.732812,2.5,206,0,0,0,0,0,0,1,0,0,0,0,0,12.066810578196666
2076,905377020,20,RL,,22692,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3,CBlock,3.0,3.0,1.0,3.0,587.0,1.0,0.0,486.0,1073.0,GasA,3.0,1,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3.0,6,Mod,1,Detchd,1953.0,1.0,2.0,649.0,3.0,3.0,P,0,64,0,0,0,0,0,3,2007,COD,130000,66,2233.033695,10.249402,2.0,64,1,0,0,0,0,0,0,0,0,0,0,0,11.77528972943772
2641,902106040,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3,BrkTil,3.0,4.0,1.0,2.0,16.0,1.0,0.0,712.0,728.0,GasA,5.0,1,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,5.0,6,Typ,1,Detchd,1925.0,1.0,2.0,546.0,2.0,3.0,Y,0,0,234,0,0,0,0,8,2006,WD ,178000,94,1956.744178,13.234487999999999,2.0,234,0,0,0,0,0,1,0,0,0,0,0,0,12.089538829274222
5,527105010,60,RL,74.0,13830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3,PConc,4.0,3.0,1.0,6.0,791.0,1.0,0.0,137.0,928.0,GasA,4.0,1,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,3.0,6,Typ,1,Attchd,1997.0,3.0,2.0,482.0,3.0,3.0,Y,212,34,0,0,0,0,0,3,2010,WD ,189900,22,2032.547442,10.927709,2.5,246,0,0,0,0,0,0,0,0,0,0,1,0,12.154252896800378
